Task,Premise,Hypothesis,Label
Greeting,A user searches for general information on computing technologies using an LLM.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,An LLM is used to analyze a mix of customer reviews and technical documents.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,An LLM is asked to produce a creative writing piece without specifying a genre.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,A novice programmer uses an LLM to understand basic coding concepts.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,A user asks an LLM for general knowledge trivia.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,An LLM is used for casual conversation on everyday topics.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,An LLM is set up to recommend a variety of content to a new user.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Neutral
Greeting,An LLM is used to translate a children's book from Japanese to English.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,An LLM is configured to communicate only in formal language settings.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,"A user asks an LLM for cooking recipes, not related to quantum computing.",The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,An LLM is tasked with identifying technical errors in programming code.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,An LLM is instructed to compile a factual report on a historical event.,The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,"An LLM is used to troubleshoot hardware issues, not for coding.",The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,"A user requests an LLM to write a fictional story, not to answer questions.",The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,"An LLM is used for a transactional task, providing no conversational content.",The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Greeting,"An LLM is programmed to suggest only music, not movies.",The LLM's greeting is generic and does not reflect cultural sensitivities.,Contradiction
Information Retrieval,An LLM is used to translate a technical document from English to Japanese.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is tasked with initiating a conversation with a user from Spain.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,A user queries an LLM for the latest research on quantum computing.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM analyzes customer reviews to determine overall sentiment.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is used to write a short story in the style of H.G. Wells.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is tasked with generating Python code for a data analysis task.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,A user asks an LLM for the solution to a complex mathematical problem.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM engages in a lengthy conversation about philosophy with a user.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM recommends movies to a user based on their previous watch history.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is used to translate a technical document from English to Japanese.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is tasked with initiating a conversation with a user from Spain.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,A user queries an LLM for the latest research on quantum computing.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM analyzes customer reviews to determine overall sentiment.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is used to write a short story in the style of H.G. Wells.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM is tasked with generating Python code for a data analysis task.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,A user asks an LLM for the solution to a complex mathematical problem.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM engages in a lengthy conversation about philosophy with a user.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,An LLM recommends movies to a user based on their previous watch history.,The LLM provides outdated information unrelated to quantum computing.,Entailment
Information Retrieval,A user requests a translation of a poem from English to Japanese using an LLM.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is programmed to interact with users from various cultural backgrounds.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,A user searches for general information on computing technologies using an LLM.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is used to analyze a mix of customer reviews and technical documents.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is asked to produce a creative writing piece without specifying a genre.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,A novice programmer uses an LLM to understand basic coding concepts.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,A user asks an LLM for general knowledge trivia.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is used for casual conversation on everyday topics.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is set up to recommend a variety of content to a new user.,The LLM provides outdated information unrelated to quantum computing.,Neutral
Information Retrieval,An LLM is used to translate a children's book from Japanese to English.,The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,An LLM is configured to communicate only in formal language settings.,The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,"A user asks an LLM for cooking recipes, not related to quantum computing.",The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,An LLM is tasked with identifying technical errors in programming code.,The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,An LLM is instructed to compile a factual report on a historical event.,The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,"An LLM is used to troubleshoot hardware issues, not for coding.",The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,"A user requests an LLM to write a fictional story, not to answer questions.",The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,"An LLM is used for a transactional task, providing no conversational content.",The LLM provides outdated information unrelated to quantum computing.,Contradiction
Information Retrieval,"An LLM is programmed to suggest only music, not movies.",The LLM provides outdated information unrelated to quantum computing.,Contradiction
Sentiment Analysis,An LLM is used to translate a technical document from English to Japanese.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is tasked with initiating a conversation with a user from Spain.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,A user queries an LLM for the latest research on quantum computing.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM analyzes customer reviews to determine overall sentiment.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is used to write a short story in the style of H.G. Wells.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is tasked with generating Python code for a data analysis task.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,A user asks an LLM for the solution to a complex mathematical problem.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM engages in a lengthy conversation about philosophy with a user.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM recommends movies to a user based on their previous watch history.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is used to translate a technical document from English to Japanese.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is tasked with initiating a conversation with a user from Spain.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,A user queries an LLM for the latest research on quantum computing.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM analyzes customer reviews to determine overall sentiment.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is used to write a short story in the style of H.G. Wells.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM is tasked with generating Python code for a data analysis task.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,A user asks an LLM for the solution to a complex mathematical problem.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM engages in a lengthy conversation about philosophy with a user.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,An LLM recommends movies to a user based on their previous watch history.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Entailment
Sentiment Analysis,A user requests a translation of a poem from English to Japanese using an LLM.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is programmed to interact with users from various cultural backgrounds.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,A user searches for general information on computing technologies using an LLM.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is used to analyze a mix of customer reviews and technical documents.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is asked to produce a creative writing piece without specifying a genre.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,A novice programmer uses an LLM to understand basic coding concepts.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,A user asks an LLM for general knowledge trivia.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is used for casual conversation on everyday topics.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is set up to recommend a variety of content to a new user.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Neutral
Sentiment Analysis,An LLM is used to translate a children's book from Japanese to English.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,An LLM is configured to communicate only in formal language settings.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,"A user asks an LLM for cooking recipes, not related to quantum computing.","The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,An LLM is tasked with identifying technical errors in programming code.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,An LLM is instructed to compile a factual report on a historical event.,"The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,"An LLM is used to troubleshoot hardware issues, not for coding.","The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,"A user requests an LLM to write a fictional story, not to answer questions.","The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,"An LLM is used for a transactional task, providing no conversational content.","The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Sentiment Analysis,"An LLM is programmed to suggest only music, not movies.","The LLM fails to detect sarcasm, resulting in inaccurate sentiment classification.",Contradiction
Text Generation,An LLM is used to translate a technical document from English to Japanese.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is tasked with initiating a conversation with a user from Spain.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,A user queries an LLM for the latest research on quantum computing.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM analyzes customer reviews to determine overall sentiment.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is used to write a short story in the style of H.G. Wells.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is tasked with generating Python code for a data analysis task.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,A user asks an LLM for the solution to a complex mathematical problem.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM engages in a lengthy conversation about philosophy with a user.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM recommends movies to a user based on their previous watch history.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is used to translate a technical document from English to Japanese.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is tasked with initiating a conversation with a user from Spain.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,A user queries an LLM for the latest research on quantum computing.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM analyzes customer reviews to determine overall sentiment.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is used to write a short story in the style of H.G. Wells.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM is tasked with generating Python code for a data analysis task.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,A user asks an LLM for the solution to a complex mathematical problem.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM engages in a lengthy conversation about philosophy with a user.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,An LLM recommends movies to a user based on their previous watch history.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Entailment
Text Generation,A user requests a translation of a poem from English to Japanese using an LLM.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is programmed to interact with users from various cultural backgrounds.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,A user searches for general information on computing technologies using an LLM.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is used to analyze a mix of customer reviews and technical documents.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is asked to produce a creative writing piece without specifying a genre.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,A novice programmer uses an LLM to understand basic coding concepts.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,A user asks an LLM for general knowledge trivia.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is used for casual conversation on everyday topics.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is set up to recommend a variety of content to a new user.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Neutral
Text Generation,An LLM is used to translate a children's book from Japanese to English.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,An LLM is configured to communicate only in formal language settings.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,"A user asks an LLM for cooking recipes, not related to quantum computing.",The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,An LLM is tasked with identifying technical errors in programming code.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,An LLM is instructed to compile a factual report on a historical event.,The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,"An LLM is used to troubleshoot hardware issues, not for coding.",The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,"A user requests an LLM to write a fictional story, not to answer questions.",The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,"An LLM is used for a transactional task, providing no conversational content.",The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Text Generation,"An LLM is programmed to suggest only music, not movies.",The LLM generates a story that is inconsistent with H.G. Wells' style.,Contradiction
Code Generation,An LLM is used to translate a technical document from English to Japanese.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is tasked with initiating a conversation with a user from Spain.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,A user queries an LLM for the latest research on quantum computing.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM analyzes customer reviews to determine overall sentiment.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is used to write a short story in the style of H.G. Wells.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is tasked with generating Python code for a data analysis task.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,A user asks an LLM for the solution to a complex mathematical problem.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM engages in a lengthy conversation about philosophy with a user.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM recommends movies to a user based on their previous watch history.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is used to translate a technical document from English to Japanese.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is tasked with initiating a conversation with a user from Spain.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,A user queries an LLM for the latest research on quantum computing.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM analyzes customer reviews to determine overall sentiment.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is used to write a short story in the style of H.G. Wells.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM is tasked with generating Python code for a data analysis task.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,A user asks an LLM for the solution to a complex mathematical problem.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM engages in a lengthy conversation about philosophy with a user.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,An LLM recommends movies to a user based on their previous watch history.,The generated code does not follow the requested specifications for data analysis.,Entailment
Code Generation,A user requests a translation of a poem from English to Japanese using an LLM.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is programmed to interact with users from various cultural backgrounds.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,A user searches for general information on computing technologies using an LLM.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is used to analyze a mix of customer reviews and technical documents.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is asked to produce a creative writing piece without specifying a genre.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,A novice programmer uses an LLM to understand basic coding concepts.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,A user asks an LLM for general knowledge trivia.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is used for casual conversation on everyday topics.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is set up to recommend a variety of content to a new user.,The generated code does not follow the requested specifications for data analysis.,Neutral
Code Generation,An LLM is used to translate a children's book from Japanese to English.,The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,An LLM is configured to communicate only in formal language settings.,The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,"A user asks an LLM for cooking recipes, not related to quantum computing.",The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,An LLM is tasked with identifying technical errors in programming code.,The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,An LLM is instructed to compile a factual report on a historical event.,The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,"An LLM is used to troubleshoot hardware issues, not for coding.",The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,"A user requests an LLM to write a fictional story, not to answer questions.",The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,"An LLM is used for a transactional task, providing no conversational content.",The generated code does not follow the requested specifications for data analysis.,Contradiction
Code Generation,"An LLM is programmed to suggest only music, not movies.",The generated code does not follow the requested specifications for data analysis.,Contradiction
Question & Answer (Q&A),An LLM is used to translate a technical document from English to Japanese.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is tasked with initiating a conversation with a user from Spain.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),A user queries an LLM for the latest research on quantum computing.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM analyzes customer reviews to determine overall sentiment.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is used to write a short story in the style of H.G. Wells.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is tasked with generating Python code for a data analysis task.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),A user asks an LLM for the solution to a complex mathematical problem.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM engages in a lengthy conversation about philosophy with a user.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM recommends movies to a user based on their previous watch history.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is used to translate a technical document from English to Japanese.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is tasked with initiating a conversation with a user from Spain.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),A user queries an LLM for the latest research on quantum computing.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM analyzes customer reviews to determine overall sentiment.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is used to write a short story in the style of H.G. Wells.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM is tasked with generating Python code for a data analysis task.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),A user asks an LLM for the solution to a complex mathematical problem.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM engages in a lengthy conversation about philosophy with a user.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),An LLM recommends movies to a user based on their previous watch history.,The LLM provides a general response that does not directly answer the question.,Entailment
Question & Answer (Q&A),A user requests a translation of a poem from English to Japanese using an LLM.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is programmed to interact with users from various cultural backgrounds.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),A user searches for general information on computing technologies using an LLM.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is used to analyze a mix of customer reviews and technical documents.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is asked to produce a creative writing piece without specifying a genre.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),A novice programmer uses an LLM to understand basic coding concepts.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),A user asks an LLM for general knowledge trivia.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is used for casual conversation on everyday topics.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is set up to recommend a variety of content to a new user.,The LLM provides a general response that does not directly answer the question.,Neutral
Question & Answer (Q&A),An LLM is used to translate a children's book from Japanese to English.,The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),An LLM is configured to communicate only in formal language settings.,The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),"A user asks an LLM for cooking recipes, not related to quantum computing.",The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),An LLM is tasked with identifying technical errors in programming code.,The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),An LLM is instructed to compile a factual report on a historical event.,The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),"An LLM is used to troubleshoot hardware issues, not for coding.",The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),"A user requests an LLM to write a fictional story, not to answer questions.",The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),"An LLM is used for a transactional task, providing no conversational content.",The LLM provides a general response that does not directly answer the question.,Contradiction
Question & Answer (Q&A),"An LLM is programmed to suggest only music, not movies.",The LLM provides a general response that does not directly answer the question.,Contradiction
Conversation and Chatbots,An LLM is used to translate a technical document from English to Japanese.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is tasked with initiating a conversation with a user from Spain.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,A user queries an LLM for the latest research on quantum computing.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM analyzes customer reviews to determine overall sentiment.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is used to write a short story in the style of H.G. Wells.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is tasked with generating Python code for a data analysis task.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,A user asks an LLM for the solution to a complex mathematical problem.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM engages in a lengthy conversation about philosophy with a user.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM recommends movies to a user based on their previous watch history.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is used to translate a technical document from English to Japanese.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is tasked with initiating a conversation with a user from Spain.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,A user queries an LLM for the latest research on quantum computing.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM analyzes customer reviews to determine overall sentiment.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is used to write a short story in the style of H.G. Wells.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM is tasked with generating Python code for a data analysis task.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,A user asks an LLM for the solution to a complex mathematical problem.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM engages in a lengthy conversation about philosophy with a user.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,An LLM recommends movies to a user based on their previous watch history.,The conversation with the LLM is repetitive and lacks depth.,Entailment
Conversation and Chatbots,A user requests a translation of a poem from English to Japanese using an LLM.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is programmed to interact with users from various cultural backgrounds.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,A user searches for general information on computing technologies using an LLM.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is used to analyze a mix of customer reviews and technical documents.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is asked to produce a creative writing piece without specifying a genre.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,A novice programmer uses an LLM to understand basic coding concepts.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,A user asks an LLM for general knowledge trivia.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is used for casual conversation on everyday topics.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is set up to recommend a variety of content to a new user.,The conversation with the LLM is repetitive and lacks depth.,Neutral
Conversation and Chatbots,An LLM is used to translate a children's book from Japanese to English.,The conversation with the LLM is repetitive and lacks depth.,Contradiction
Conversation and Chatbots,An LLM is configured to communicate only in formal language settings.,The conversation with the LLM is repetitive and lacks depth.,Contradiction
Conversation and Chatbots,"A user asks an LLM for cooking recipes, not related to quantum computing.",The conversation with the LLM is repetitive and lacks depth.,Contradiction
Conversation and Chatbots,An LLM is tasked with identifying technical errors in programming code.,The conversation with the LLM is repetitive and lacks depth.,Contradiction
Conversation and Chatbots,An LLM is instructed to compile a factual report on a historical event.,The conversation with the LLM is repetitive and lacks depth.,Contradiction
